ApplicationDate,Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,MonthlyIncome,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
09-06-2018,47,25819,587,High School,25,12824,Rent,103,0.625111014,0.201914092,Debt Consolidation,1622,1914,63582,2151.583333,49734,0.182182232,465.0233902,0.264002505,0,61
10-06-2018,28,72220,546,Doctorate,5,11336,Mortgage,533,0.074975753,0.094343712,Debt Consolidation,1517,1581,125642,6018.333333,103795,0.212421409,428.4952003,0.159761041,1,36
11-06-2018,49,30032,594,High School,28,5789,Mortgage,148,0.310708395,0.604385664,Debt Consolidation,1632,524,87958,2502.666667,67597,0.19514352,293.2641924,0.176317605,0,61
12-06-2018,53,259639,545,Associate,29,39203,Rent,189,0.438656271,0.215905987,Debt Consolidation,21809,322,22131,21636.58333,2180,0.208267431,3647.080235,0.177296026,1,40.8
13-06-2018,30,58238,628,Master,7,15647,Mortgage,770,0.329525883,0.177226417,Debt Consolidation,8060,2519,52153,4853.166667,43114,0.196808625,473.487404,0.256221863,0,64
14-06-2018,51,91953,618,High School,29,21715,Rent,264,0.284880797,0.505545749,Debt Consolidation,2879,4094,33213,7662.75,16980,0.191006847,650.4353504,0.119335141,1,45.6
15-06-2018,44,22237,609,High School,23,33644,Rent,816,0.083470403,0.471472544,Home,1967,2124,64119,1853.083333,40922,0.226311264,941.3235675,0.948324091,0,54
16-06-2018,49,74085,653,Bachelor,27,36208,Other,375,0.261044715,0.56356516,Debt Consolidation,2043,15912,70652,6173.75,7553,0.171099938,3304.231999,0.595947682,0,52
17-06-2018,62,33370,633,Bachelor,41,18943,Rent,545,0.52164351,0.308701359,Home,966,1022,92153,2780.833333,10973,0.18541125,950.6725135,0.537850469,0,54
18-06-2018,37,36562,553,High School,14,38934,Own,782,0.271256546,0.373454925,Home,636,1405,2612797,3046.833333,2603208,0.221785163,1230.434053,0.660500209,1,42.4
19-06-2018,30,25658,583,Associate,7,6423,Own,374,0.189453555,0.065644668,Other,2411,480,73838,2138.166667,57777,0.197495976,237.8829964,0.286171797,0,51
20-06-2018,29,75095,590,Associate,6,11657,Rent,182,0.445935977,0.582569969,Auto,1570,510,61242,6257.916667,41471,0.3259884,329.8993647,0.081800285,0,66
21-06-2018,30,50657,591,High School,4,20536,Mortgage,638,0.307686226,0.061151466,Auto,20114,475,124093,4221.416667,107416,0.195913608,620.4555409,0.298112136,0,46
22-06-2018,39,48707,582,Bachelor,17,9741,Other,558,0.052235724,0.251478066,Home,2817,337,118511,4058.916667,69075,0.2444892,384.4670168,0.23219669,0,50
23-06-2018,44,99138,524,High School,19,23007,Rent,472,0.254021748,0.2485996,Auto,2596,152,10777,8261.5,1156,0.244342503,755.6043743,0.1485934,1,40.8
24-06-2018,43,48280,581,Associate,20,40424,Rent,340,0.245617093,0.236268129,Home,3207,4229,102225,4023.333333,84027,0.190317237,1482.431411,0.452965554,0,51
25-06-2018,49,88064,568,Bachelor,27,24156,Other,382,0.418856157,0.109589903,Other,7110,252,161014,7338.666667,135833,0.259907112,566.4924364,0.129245881,1,36.8
26-06-2018,40,177855,625,Master,18,17289,Mortgage,280,0.038195441,0.436205217,Education,3966,947,100795,14821.25,95498,0.231702553,489.0777212,0.051890206,1,38.4
27-06-2018,57,55440,614,Bachelor,35,31937,Own,497,0.14720382,0.32860438,Auto,958,1312,32453,4620,21118,0.185523327,2936.385522,0.743157039,0,50
28-06-2018,36,44377,558,High School,13,11938,Rent,215,0.487141346,0.172368675,Debt Consolidation,2782,1457,59951,3698.083333,52424,0.210405515,450.0135497,0.179826545,1,40
29-06-2018,72,115677,511,Bachelor,51,27962,Own,364,0.106716336,0.482772273,Debt Consolidation,1314,3522,89023,9639.75,53022,0.281752414,1537.290226,0.197234392,0,54
30-06-2018,47,163133,654,Master,27,13145,Mortgage,210,0.124727742,0.107168337,Education,687,411,85222,13594.41667,61994,0.196072881,485.8890018,0.051189324,1,32.8
01-07-2018,29,51989,517,Bachelor,5,26850,Mortgage,351,0.169492133,0.486149061,Auto,1462,391,54547,4332.416667,44452,0.308280968,822.1477906,0.270783694,0,58
02-07-2018,27,28941,612,Associate,3,15007,Mortgage,112,0.126320773,0.528454795,Education,1934,2041,133058,2411.75,44144,0.188136857,387.7529909,0.207215918,0,57
03-07-2018,45,117455,652,Doctorate,21,19372,Own,697,0.244414931,0.680913806,Auto,3583,11199,288436,9787.916667,279360,0.185810621,574.9512772,0.129951176,1,44.8
04-07-2018,37,68157,565,Bachelor,14,15091,Mortgage,394,0.216311173,0.085408128,Education,4080,422,12695,5679.75,3047,0.231503654,585.3517618,0.172428674,1,40
05-07-2018,48,117456,579,Master,24,17310,Mortgage,451,0.241074351,0.11822654,Home,1689,949,31979,9788,11421,0.218896407,660.0888872,0.113515416,1,39.2
06-07-2018,45,84230,579,Bachelor,21,61376,Rent,565,0.314007158,0.093365907,Home,922,542,29842,7019.166667,14999,0.293986417,1822.717368,0.34017106,0,56
07-07-2018,39,47910,515,High School,15,25068,Mortgage,447,0.119513307,0.021372031,Education,3131,2447,68899,3992.5,57154,0.239197996,1324.369438,0.443674249,0,48
08-07-2018,29,37709,557,High School,8,27440,Own,435,0.476069673,0.462977458,Debt Consolidation,1785,543,9716,3142.416667,4672,0.304728,895.7625781,0.423483809,0,65
09-07-2018,21,73625,540,Bachelor,1,12927,Mortgage,182,0.11674168,0.192876458,Home,1176,1252,159098,6135.416667,138741,0.20860742,663.3784316,0.137786637,0,58
10-07-2018,34,19757,592,Associate,12,17292,Rent,385,0.380518875,0.181078529,Education,3053,1330,44477,1646.416667,2757,0.254743575,399.1784068,0.476294016,0,53
11-07-2018,50,111020,498,Associate,28,23552,Rent,496,0.236654388,0.452129129,Other,2429,1167,43095,9251.666667,30012,0.242604556,2230.0373,0.294653644,1,44
12-07-2018,42,54202,553,High School,20,12176,Rent,292,0.176307453,0.0518712,Auto,4326,727,39483,4516.833333,4212,0.239007979,349.5780008,0.142041548,0,65
13-07-2018,25,36184,620,Master,6,38807,Other,210,0.730022275,0.227832641,Debt Consolidation,2111,611,68351,3015.333333,40775,0.195525082,1171.678453,0.458217484,0,53
14-07-2018,42,56320,603,Master,16,21883,Rent,653,0.118436105,0.069661939,Auto,2478,1449,326068,4693.333333,314536,0.200452406,580.3166457,0.262780535,1,32
15-07-2018,44,111257,487,Associate,22,18609,Mortgage,525,0.419873026,0.185945256,Education,1370,300,24626,9271.416667,1850,0.273964211,572.6492835,0.118390676,1,40
16-07-2018,29,55172,606,Bachelor,6,40220,Mortgage,317,0.513680234,0.576116699,Auto,14454,1521,82416,4597.666667,74216,0.223854822,1544.05236,0.404781924,0,55
17-07-2018,41,29020,583,High School,16,16570,Mortgage,158,0.227759006,0.173766477,Home,713,862,22214,2418.333333,11602,0.231909137,468.935416,0.259242763,0,55
18-07-2018,40,19990,564,Bachelor,22,11236,Mortgage,511,0.428427773,0.26027699,Debt Consolidation,1477,5786,100659,1665.833333,93057,0.191758952,567.351904,0.64733481,0,53
19-07-2018,26,196442,600,Associate,5,25519,Mortgage,326,0.320407509,0.169365099,Auto,4763,4810,9573,16370.16667,6837,0.199145171,1297.744564,0.099189251,1,40.8
20-07-2018,44,21725,630,Bachelor,22,38766,Rent,206,0.190232539,0.427326576,Auto,2332,494,90534,1810.416667,53042,0.239370718,1262.494508,0.811136207,0,52
21-07-2018,46,49098,472,Associate,24,31990,Mortgage,352,0.292985256,0.126462887,Debt Consolidation,11754,2781,22172,4091.5,2088,0.33258932,1030.582079,0.337915698,0,57
22-07-2018,52,33061,640,Associate,30,11580,Own,384,0.188189018,0.305251334,Auto,9144,801,144771,2755.083333,79011,0.163350962,409.0368044,0.287844943,1,39.2
23-07-2018,52,91077,550,High School,27,37597,Other,917,0.10933195,0.115573778,Home,3363,431,17299,7589.75,5342,0.291777355,1579.166587,0.328886536,0,51
24-07-2018,23,17270,593,High School,0,28352,Own,858,0.365284076,0.244350311,Home,24249,1912,38825,1439.166667,25827,0.208157691,1065.483539,1.33652591,0,54
25-07-2018,28,137635,622,Master,4,12414,Own,285,0.468203644,0.366311719,Home,1133,4015,13939,11469.58333,8385,0.1571312,349.9949757,0.055363387,1,40.8
26-07-2018,46,44523,613,High School,23,12648,Mortgage,90,0.153657113,0.422808686,Home,2266,1008,25164,3710.25,6932,0.255169233,310.0847436,0.107832287,0,56
27-07-2018,46,40998,576,High School,26,29172,Mortgage,463,0.126345617,0.711083713,Debt Consolidation,2493,1858,16901,3416.5,7970,0.245967103,960.7096342,0.41671583,0,58
28-07-2018,46,49839,558,Associate,28,34869,Rent,565,0.288488656,0.260473076,Auto,15200,651,15851,4153.25,5439,0.342460806,1045.150848,0.387684548,0,65
29-07-2018,80,48462,656,Associate,61,29111,Rent,477,0.353579875,0.284267305,Auto,3972,2076,45290,4038.5,5097,0.189980567,680.4873932,0.286613196,0,47
30-07-2018,46,37268,535,Bachelor,23,26549,Rent,504,0.109871916,0.104144416,Debt Consolidation,652,2447,29282,3105.666667,18740,0.223858682,842.0263949,0.433409808,0,56
31-07-2018,53,85512,628,Associate,30,20367,Own,338,0.218746725,0.314813123,Auto,2369,1188,149155,7126,96908,0.182711544,601.1702804,0.131794875,1,39.2
01-08-2018,51,16619,617,High School,29,22186,Rent,236,0.281497311,0.092377568,Home,10910,2098,54770,1384.916667,11195,0.215927232,694.0975599,0.671590993,0,49
02-08-2018,47,30548,490,High School,25,22280,Own,920,0.021919536,0.21219409,Other,1701,2417,21711,2545.666667,6851,0.31156232,654.4659853,0.618488668,0,52
03-08-2018,36,108416,604,High School,9,60460,Own,292,0.344963715,0.183829016,Debt Consolidation,48211,772,67394,9034.666667,61429,0.22769426,1546.860574,0.203533859,0,47
04-08-2018,49,56255,571,Associate,28,14526,Rent,573,0.098599267,0.009300333,Auto,23933,658,366111,4687.916667,321457,0.206903761,744.220698,0.280982106,1,36.8
05-08-2018,30,35795,510,Master,6,18086,Rent,239,0.096626748,0.404420977,Debt Consolidation,1038,4134,165933,2982.916667,131828,0.246407452,715.6642372,0.320043885,0,52
06-08-2018,37,20882,566,High School,14,23838,Mortgage,671,0.127837931,0.245815681,Home,2011,536,144098,1740.166667,88077,0.218396123,748.9677588,0.815995264,0,51
07-08-2018,34,21573,522,Bachelor,12,12419,Other,194,0.432945635,0.408702448,Education,2935,229,51753,1797.75,47843,0.231705596,399.2086432,0.329972823,0,59
08-08-2018,40,86157,535,Bachelor,15,16775,Mortgage,370,0.280124462,0.329415035,Auto,3368,4485,106697,7179.75,73344,0.238419356,656.7397067,0.143004938,1,40.8
09-08-2018,67,29708,626,High School,42,44904,Rent,631,0.38950911,0.139038395,Debt Consolidation,1303,5039,98472,2475.666667,83146,0.331045567,1307.98557,0.783217545,0,50
10-08-2018,18,77920,578,Bachelor,0,20677,Rent,1093,0.279277903,0.479770576,Debt Consolidation,6127,2578,36486,6493.333333,5109,0.234137448,804.8666365,0.292279256,0,56
11-08-2018,48,35187,574,Bachelor,24,82538,Mortgage,572,0.040110544,0.210034661,Auto,7826,502,24320,2932.25,11091,0.288651602,2917.633022,1.190087142,0,59
12-08-2018,20,53299,544,Bachelor,0,36261,Mortgage,630,0.118683857,0.457003658,Home,3678,1968,175920,4441.583333,165827,0.281908423,1503.626162,0.480375128,0,54
13-08-2018,34,54605,614,Master,11,12604,Rent,462,0.545737674,0.22709889,Debt Consolidation,5395,399,13039,4550.416667,3640,0.157229046,615.4635941,0.236783502,1,40
14-08-2018,53,36754,505,Associate,30,36455,Mortgage,674,0.439097853,0.182767575,Debt Consolidation,3055,5057,138955,3062.833333,117533,0.282110203,1512.068674,0.713740656,0,51
15-08-2018,40,37426,601,High School,19,38810,Mortgage,153,0.495080107,0.273687445,Home,6120,1145,171618,3118.833333,170152,0.211253005,1996.666475,0.689253399,0,47
16-08-2018,27,29512,545,Bachelor,5,28201,Mortgage,455,0.08892625,0.238223981,Home,2290,5251,24830,1250,3661,0.298519061,909.83449,1.091867592,0,53
17-08-2018,31,34589,445,High School,10,91631,Rent,285,0.447921726,0.07125895,Debt Consolidation,1428,1002,72147,2882.416667,17138,0.396185064,3527.670993,1.322734162,0,52
18-08-2018,48,56584,615,Associate,24,15122,Mortgage,115,0.171176254,0.496015721,Education,6834,1269,122221,4715.333333,115778,0.181059317,547.5004526,0.140499177,1,40.8
19-08-2018,31,32777,537,Master,9,27822,Mortgage,392,0.31326842,0.206489602,Education,4771,4937,120149,2731.416667,114409,0.226000346,777.9351425,0.428325402,0,55
20-08-2018,42,70901,575,Bachelor,22,20087,Rent,582,0.490621498,0.328179016,Home,12504,522,43108,5908.416667,23706,0.238828607,576.4971798,0.196075742,0,61
21-08-2018,40,52184,574,Associate,19,38284,Rent,356,0.145847095,0.146371786,Other,7697,4696,135135,4348.666667,82766,0.228254072,1223.399309,0.363191624,0,53
22-08-2018,32,43451,506,High School,14,9077,Rent,564,0.099524223,0.294275675,Other,1218,7400,58686,3620.916667,47111,0.246564393,359.2526523,0.254977603,0,56
23-08-2018,65,23881,599,High School,43,17067,Own,678,0.184632951,0.410319198,Auto,22121,3206,38426,1990.083333,5423,0.219284181,470.677622,0.577200765,0,57
24-08-2018,47,44248,550,High School,24,21565,Rent,499,0.212509404,0.224881493,Debt Consolidation,41840,1886,70635,3687.333333,50429,0.232599733,837.699992,0.362511298,0,54
25-08-2018,18,15885,551,Master,0,35284,Other,264,0.296569252,0.541806924,Home,2316,3975,302488,1323.75,278826,0.3252975,1069.581358,1.0074269,0,54
26-08-2018,42,39637,599,Doctorate,16,28863,Mortgage,337,0.657760451,0.109721187,Other,823,554,197025,3303.083333,174623,0.245088583,1533.358804,0.566246327,0,50
27-08-2018,32,48777,549,Bachelor,8,32798,Own,176,0.501565533,0.289103819,Auto,1382,446,100090,4064.75,69125,0.296601346,979.5255675,0.284279616,0,55
28-08-2018,50,43208,564,High School,26,13574,Other,361,0.722249166,0.340826994,Debt Consolidation,2108,678,23314,3600.666667,2671,0.2052592,305.740133,0.185171302,0,59
29-08-2018,30,18662,544,Bachelor,11,28715,Rent,511,0.276851053,0.427403284,Home,3730,149,94880,1555.166667,87204,0.263870383,866.3323773,0.885649369,0,56
30-08-2018,38,42209,582,Master,16,29658,Rent,395,0.284773132,0.185024972,Education,794,524,116610,3517.416667,102388,0.243953539,973.3988691,0.389035192,0,54
31-08-2018,46,99222,450,Master,24,44563,Own,281,0.391776405,0.21913933,Debt Consolidation,8172,1353,20670,8268.5,13821,0.420091258,1585.568565,0.22574452,0,51
01-09-2018,50,27279,634,Bachelor,29,14474,Mortgage,590,0.101432007,0.169137765,Debt Consolidation,1524,5782,117515,2273.25,71005,0.202603629,348.8810901,0.413012687,0,46
02-09-2018,25,15000,603,Bachelor,4,33259,Other,253,0.063175851,0.122754547,Other,2500,627,125998,1250,78519,0.205886366,1022.543468,1.020434774,0,53
03-09-2018,35,75376,610,Bachelor,16,20920,Mortgage,448,0.745474629,0.51654335,Debt Consolidation,1654,860,5522,6281.333333,4964,0.170240778,746.1057714,0.190103869,0,70
04-09-2018,34,25096,602,High School,14,9999,Mortgage,312,0.019379253,0.416851356,Education,4662,1263,146709,2091.333333,125038,0.209118133,215.2315764,0.252103081,0,56
05-09-2018,32,34817,606,Bachelor,8,36726,Rent,570,0.256383061,0.234471781,Home,3099,669,46874,2901.416667,2880,0.258782232,1235.786942,0.622381116,0,54
06-09-2018,61,68306,583,Bachelor,39,25261,Mortgage,441,0.037560896,0.59425357,Other,2656,298,24326,5692.166667,4148,0.215562773,1304.965384,0.306731248,0,60
07-09-2018,44,58991,587,Bachelor,23,14635,Mortgage,248,0.106292425,0.252038461,Education,5121,838,45657,4915.916667,2967,0.220188071,461.2408898,0.144274392,1,40.8
08-09-2018,24,92237,622,Bachelor,2,29532,Mortgage,417,0.475562418,0.351477418,Auto,1961,1088,143116,7686.416667,44061,0.2765456,766.6109642,0.153987354,0,51
09-09-2018,51,52241,628,Bachelor,26,25118,Rent,1434,0.447699533,0.073397528,Auto,917,645,18952,4353.416667,4632,0.171683872,2292.888651,0.856083609,0,48
10-09-2018,65,66407,579,Bachelor,42,44037,Rent,235,0.236406129,0.387217726,Home,2825,1628,43020,5533.916667,31667,0.276122238,1525.028517,0.318043914,0,54
11-09-2018,52,20071,565,High School,28,12684,Rent,484,0.334568913,0.179396674,Education,6135,440,93068,1672.583333,54748,0.24783323,502.8612117,0.590022148,0,51
12-09-2018,21,69356,589,Master,0,18957,Mortgage,530,0.339253518,0.483483269,Education,1945,769,9667,5779.666667,2166,0.217521186,473.5307313,0.173631247,0,59
13-09-2018,34,31043,536,Bachelor,13,13424,Mortgage,852,0.164851798,0.427270661,Debt Consolidation,2254,1243,52754,2586.916667,42394,0.257274015,330.9964318,0.457299784,0,56
14-09-2018,55,300000,509,Bachelor,32,18698,Mortgage,1099,0.427787685,0.081734052,Other,8564,5654,239980,25000,212190,0.206450196,701.045102,0.072001804,1,42.4
15-09-2018,31,34233,599,Associate,5,26572,Other,189,0.580171327,0.393475912,Auto,987,95,19661,2852.75,4017,0.229287846,747.9903768,0.328451626,0,56
16-09-2018,45,81867,632,Master,20,35991,Other,390,0.224391972,0.29120211,Education,1014,1142,24707,6822.25,20078,0.223108849,1380.30779,0.259490313,0,48
17-09-2018,49,79592,583,Bachelor,25,17337,Mortgage,290,0.163514038,0.470580309,Other,1256,1395,390370,6632.666667,354369,0.232390554,491.1223136,0.117768969,1,51.2
18-09-2018,28,45466,589,Bachelor,5,31671,Mortgage,256,0.388166445,0.585733782,Auto,3160,709,295715,3788.833333,259643,0.25537716,812.5654158,0.282030198,0,74
19-09-2018,39,75932,530,Doctorate,14,29901,Mortgage,350,0.182524911,0.180458703,Debt Consolidation,4763,329,228464,6327.666667,71127,0.233539222,2818.085851,0.500672051,0,47
20-09-2018,18,160729,555,Master,0,22942,Other,179,0.04370979,0.286985629,Other,4814,1667,58602,13394.08333,47782,0.264057981,778.7893624,0.071508392,1,42.4
21-09-2018,27,29349,570,Bachelor,9,31897,Mortgage,389,0.147994177,0.071928095,Other,11187,1186,56865,2445.75,2007,0.3382764,966.1578163,0.55408681,0,54
22-09-2018,36,15000,575,High School,16,16449,Mortgage,195,0.272116971,0.073249963,Other,587,1172,69490,1250,7278,0.215628687,1536.07551,1.384860408,0,52
23-09-2018,25,22698,630,Doctorate,2,7604,Mortgage,165,0.221657507,0.302651635,Education,3441,681,121192,1891.5,102389,0.203860793,284.0899501,0.237425297,0,50
24-09-2018,59,117989,610,Doctorate,40,21413,Own,642,0.299831804,0.541165424,Home,2737,303,65900,9832.416667,50135,0.201274601,653.0603922,0.131713335,1,48.8
25-09-2018,22,28842,462,High School,1,23503,Rent,255,0.408982411,0.294992691,Auto,2048,1157,37410,2403.5,25107,0.334279843,679.8636346,0.388959282,0,55
26-09-2018,34,197755,589,Associate,13,23464,Rent,310,0.209790418,0.380659887,Debt Consolidation,1533,1145,15161,16479.58333,7368,0.207100706,1202.374102,0.091772594,1,41.6
27-09-2018,41,80502,588,Bachelor,19,51696,Own,430,0.230271047,0.26090696,Home,4479,253,25948,6708.5,2473,0.210562257,1949.142981,0.354646043,0,51
28-09-2018,57,26541,617,High School,35,28122,Mortgage,410,0.112461056,0.118816761,Auto,3388,79,117767,2211.75,67057,0.227746562,897.8830169,0.591334019,0,46
29-09-2018,22,19683,578,High School,0,16797,Own,339,0.12604655,0.077114597,Home,1128,1296,17621,1640.25,10776,0.26068246,417.9994316,0.461514666,0,57
30-09-2018,53,45788,635,Bachelor,29,31589,Mortgage,86,0.227912868,0.319573794,Education,12430,3377,99320,3815.666667,23478,0.190670142,1593.386504,0.440129249,0,52
01-10-2018,40,16070,562,Doctorate,18,27411,Other,371,0.149837846,0.272989871,Debt Consolidation,1321,1003,108513,1339.166667,103702,0.291953051,740.5761326,0.830050628,0,56
02-10-2018,28,42043,521,High School,6,28140,Rent,470,0.20185276,0.117037602,Debt Consolidation,2373,6029,13431,3503.583333,1357,0.375168,912.6040172,0.394625698,0,51
03-10-2018,45,90083,581,Master,25,27462,Own,433,0.452156485,0.321344269,Education,1362,596,72026,7506.916667,28630,0.197088688,1016.517203,0.193090888,1,43.2
04-10-2018,42,28481,632,Master,17,12820,Rent,412,0.091495028,0.414573854,Debt Consolidation,2701,3032,13578,2373.416667,6937,0.148100631,443.2180126,0.360332016,0,57
05-10-2018,32,16274,597,Master,11,15725,Mortgage,503,0.283038183,0.51404643,Debt Consolidation,3453,1134,317610,1356.166667,298417,0.20275624,586.6080734,0.803447025,0,57
06-10-2018,40,25192,560,Associate,20,21634,Mortgage,480,0.371813064,0.319135129,Auto,5336,2204,143091,2099.333333,85929,0.221748283,828.1702131,0.623136018,0,54
